#   N_BLOCK:  ACCEPTANCE:
           1     0.52762
           2    0.527403
           3    0.527534
           4     0.52754
           5    0.527633
           6    0.527577
           7    0.527412
           8    0.527388
           9     0.52751
          10    0.527549
          11    0.527521
          12    0.527506
          13    0.527469
          14    0.527455
          15    0.527488
          16    0.527455
          17    0.527393
          18    0.527442
          19    0.527453
          20    0.527465
