#BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1    0.444199    0.444199           0
           2    0.434048    0.439124  0.00358903
           3    0.439907    0.439385  0.00240218
           4    0.444766     0.44073  0.00214553
           5    0.434907    0.439565  0.00200782
           6    0.458912     0.44279  0.00338574
           7    0.411727    0.438352  0.00502995
           8    0.428431    0.437112  0.00455152
           9    0.433658    0.436728  0.00406194
          10    0.429011    0.435957  0.00372834
          11    0.442049    0.436511   0.0034303
          12    0.429224    0.435903  0.00319773
          13    0.435599     0.43588  0.00295184
          14    0.459595    0.437574  0.00319023
          15    0.449358    0.438359  0.00307275
          16    0.443109    0.438656    0.002895
          17    0.439075    0.438681  0.00272481
          18    0.448754     0.43924  0.00263028
          19    0.433502    0.438938  0.00250912
          20    0.438974     0.43894  0.00238367
