#   N_BLOCK:  ACCEPTANCE:
           1    0.453937
           2    0.453903
           3    0.453993
           4    0.454048
           5    0.454077
           6    0.454094
           7    0.453997
           8    0.454126
           9    0.454195
          10    0.454218
          11    0.454177
          12    0.454137
          13    0.454012
          14      0.4539
          15    0.453886
          16    0.453803
          17     0.45382
          18    0.453852
          19    0.453891
          20    0.453878
