#   N_BLOCK:  ACCEPTANCE:
           1    0.354448
           2    0.354478
           3    0.354715
           4    0.355084
           5    0.354809
           6    0.354697
           7    0.354684
           8    0.354662
           9    0.354759
          10    0.354605
          11    0.354658
          12    0.354757
          13     0.35466
          14     0.35468
          15    0.354723
          16    0.354603
          17    0.354575
          18    0.354628
          19    0.354609
          20    0.354511
