#BLOCK:   ACTUAL_X:     X_AVE:       ERROR:
           1     32.6046     32.6046           0
           2     28.2646     30.4346     1.53443
           3     28.1318      29.667     1.19969
           4     29.6148     29.6539    0.899839
           5     30.4541      29.814    0.733964
           6     27.4113     29.4135    0.712549
           7     27.9876     29.2098    0.639209
           8     27.5403     29.0011    0.592398
           9     25.8462     28.6506    0.621701
          10     27.6359     28.5491    0.567751
          11     26.5233      28.365    0.545189
          12     26.1537     28.1807    0.529982
          13      29.044     28.2471    0.493358
          14     30.9471       28.44    0.494377
          15     29.5188     28.5119    0.466621
          16     31.2698     28.6842    0.468213
          17     29.0366      28.705     0.44113
          18     26.2032      28.566    0.437971
          19     28.6254     28.5691    0.414931
          20     29.0166     28.5915    0.394788
