#   N_BLOCK:  ACCEPTANCE:
           1    0.101346
           2    0.101618
           3    0.101889
           4    0.101809
           5    0.101671
           6     0.10195
           7    0.101968
           8     0.10231
           9     0.10281
          10    0.103087
          11     0.10331
          12    0.103645
          13    0.103532
          14    0.103186
          15    0.103082
          16    0.102844
          17    0.102868
          18    0.103118
          19    0.103086
          20    0.103089
