#   N_BLOCK:  ACCEPTANCE:
           1    0.443028
           2    0.442873
           3    0.442935
           4    0.443066
           5     0.44298
           6    0.442986
           7    0.442876
           8    0.442913
           9    0.442911
          10    0.443017
          11    0.443015
          12    0.443071
          13    0.442961
          14    0.442861
          15    0.442877
          16    0.442771
          17    0.442803
          18    0.442806
          19    0.442827
          20    0.442821
