#BLOCK:   ACTUAL_M:     M_AVE:       ERROR:
           1   0.0308916   0.0308916           0
           2   0.0280464    0.029469  0.00100593
           3   0.0276992   0.0288791 0.000825679
           4     0.03061   0.0293118 0.000723827
           5   0.0354532   0.0305401  0.00124187
           6    0.030896   0.0305994  0.00103631
           7   0.0308764    0.030639 0.000889021
           8   0.0317732   0.0307808 0.000789118
           9    0.029918   0.0306849 0.000707237
          10   0.0350124   0.0311176 0.000757427
          11   0.0265512   0.0307025 0.000794226
          12   0.0310644   0.0307327 0.000728613
          13   0.0320632    0.030835 0.000679716
          14   0.0296712   0.0307519 0.000636228
          15   0.0326404   0.0308778 0.000606142
          16   0.0304016    0.030848 0.000568988
          17   0.0306944    0.030839  0.00053559
          18     0.03015   0.0308007 0.000507201
          19    0.029076   0.0307099 0.000488562
          20   0.0272452   0.0305367 0.000493893
