#BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1     0.31525     0.31525           0
           2    0.442993    0.379122   0.0451642
           3    0.411612    0.389952   0.0313811
           4     0.37856    0.387104   0.0236647
           5    0.386165    0.386916   0.0189325
           6    0.382127    0.386118   0.0157939
           7    0.336485    0.379027   0.0150453
           8    0.357917    0.376389    0.013394
           9    0.381695    0.376978   0.0119188
          10    0.457662    0.385047   0.0131778
          11    0.327413    0.379807   0.0129797
          12    0.378431    0.379692   0.0118985
          13    0.409508    0.381986   0.0112021
          14    0.370917    0.381195   0.0104298
          15    0.460563    0.386487   0.0109951
          16     0.31758     0.38218   0.0111194
          17    0.356364    0.380661   0.0105685
          18    0.412919    0.382453   0.0101321
          19    0.294303    0.377814    0.010608
          20    0.401437    0.378995   0.0101432
