#   N_BLOCK:  ACCEPTANCE:
           1   0.0256853
           2   0.0264249
           3   0.0265805
           4   0.0263922
           5    0.026285
           6   0.0260122
           7   0.0256607
           8   0.0255028
           9   0.0255626
          10   0.0258913
          11   0.0255792
          12   0.0255173
          13   0.0256206
          14   0.0255605
          15   0.0257743
          16   0.0255455
          17   0.0254605
          18   0.0255729
          19   0.0252437
          20   0.0254106
