#BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1   -0.915907   -0.915907           0
           2   -0.912009   -0.913958  0.00137833
           3   -0.915177   -0.914364 0.000976958
           4   -0.914047   -0.914285 0.000735939
           5   -0.913229   -0.914074 0.000618299
           6   -0.913576   -0.913991 0.000520792
           7   -0.914314   -0.914037  0.00044843
           8   -0.911637   -0.913737 0.000482385
           9   -0.913035   -0.913659 0.000435054
          10   -0.914299   -0.913723  0.00039623
          11   -0.910757   -0.913453 0.000442563
          12   -0.911605   -0.913299 0.000431639
          13   -0.914593   -0.913399 0.000409747
          14   -0.912596   -0.913341 0.000384472
          15   -0.913071   -0.913323 0.000359263
          16   -0.913309   -0.913323  0.00033681
          17   -0.910243   -0.913141 0.000362446
          18   -0.912883   -0.913127 0.000342594
          19    -0.91439   -0.913194  0.00033095
          20   -0.912129    -0.91314 0.000318651
