#BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1    0.535721    0.535721           0
           2    0.530839     0.53328  0.00172603
           3    0.537565    0.534708  0.00163832
           4    0.530352    0.533619  0.00154901
           5    0.535773     0.53405  0.00129771
           6    0.527896    0.533024  0.00143039
           7     0.52251    0.531522  0.00185389
           8    0.536407    0.532133  0.00171979
           9    0.532103    0.532129  0.00152871
          10    0.521367    0.531053   0.0017133
          11    0.528212    0.530795   0.0015769
          12    0.529362    0.530675  0.00145001
          13    0.525796      0.5303  0.00138619
          14    0.512826    0.529052  0.00176163
          15    0.529019     0.52905  0.00164419
          16    0.533807    0.529347  0.00156808
          17    0.506745    0.528018  0.00196005
          18    0.516584    0.527382  0.00195137
          19    0.521664    0.527081  0.00187173
          20    0.533085    0.527382  0.00180206
