#BLOCK:   ACTUAL_X:     X_AVE:       ERROR:
           1      33.622      33.622           0
           2     31.5707     32.5964    0.725222
           3     33.1035     32.7654    0.502798
           4     32.5102     32.7016    0.381124
           5     32.6529     32.6919    0.305024
           6      32.004     32.5772    0.274888
           7     32.3748     32.5483    0.237134
           8     31.4248     32.4079    0.245579
           9     32.2584     32.3913    0.218854
          10     32.4045     32.3926    0.196972
          11     31.3522      32.298     0.20049
          12     31.7775     32.2546    0.188417
          13     32.4938      32.273    0.174819
          14      31.969     32.2513    0.163675
          15     32.3928     32.2607    0.153035
          16      32.388     32.2687    0.143677
          17     30.7229     32.1778    0.161453
          18      32.319     32.1856    0.152674
          19     33.0394     32.2305    0.151106
          20     32.0905     32.2235    0.143713
