#   N_BLOCK:  ACCEPTANCE:
           1   0.0294705
           2   0.0308307
           3   0.0305306
           4   0.0302203
           5   0.0298218
           6   0.0291897
           7   0.0290149
           8   0.0289403
           9   0.0294491
          10   0.0292433
          11   0.0290191
          12   0.0286185
          13   0.0289637
          14   0.0289893
          15   0.0291787
          16   0.0290378
          17   0.0291231
          18    0.029243
          19   0.0291117
          20   0.0293042
