#BLOCK:   ACTUAL_M:     M_AVE:       ERROR:
           1     -0.9187     -0.9187           0
           2    -6.33536    -3.62703     1.91508
           3    -5.33068    -4.19491     1.35831
           4      1.8837    -2.67526     1.66428
           5    -4.23164    -2.98654     1.36022
           6     0.10498    -2.47128     1.22723
           7    -2.79028    -2.51685     1.05276
           8     2.72058    -1.86218     1.10615
           9     2.92856    -1.32987     1.10392
          10    -1.37868    -1.33475    0.993539
          11      4.8852   -0.769302     1.05189
          12     -7.7659    -1.35235     1.11416
          13     3.69328   -0.964226     1.09397
          14      7.1614   -0.383824     1.15962
          15     4.04798  -0.0883707     1.11932
          16     -2.1893   -0.219679     1.05704
          17     0.54224    -0.17486    0.995807
          18     3.59032   0.0343167    0.962203
          19    -0.76154 -0.00757053    0.912472
          20    -5.28146   -0.271265    0.904148
