#BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1   -0.937387   -0.937387           0
           2   -0.937938   -0.937663 0.000194879
           3   -0.935465    -0.93693 0.000612165
           4   -0.935282   -0.936518  0.00058143
           5   -0.932189   -0.935652 0.000903415
           6   -0.936694   -0.935826 0.000769359
           7   -0.931873   -0.935261 0.000841575
           8   -0.936089   -0.935365 0.000742708
           9   -0.936133    -0.93545  0.00066507
          10    -0.93829   -0.935734 0.000656419
          11   -0.934609   -0.935632 0.000604664
          12   -0.933785   -0.935478  0.00057353
          13   -0.934051   -0.935368  0.00053981
          14   -0.938002   -0.935556 0.000533019
          15   -0.934068   -0.935457 0.000506634
          16   -0.928515   -0.935023 0.000634089
          17   -0.936048   -0.935083 0.000599649
          18   -0.936138   -0.935142 0.000569192
          19   -0.940169   -0.935407 0.000597566
          20   -0.934531   -0.935363 0.000569288
