#   N_BLOCK:  ACCEPTANCE:
           1     0.43787
           2    0.437611
           3    0.437699
           4    0.437778
           5    0.437867
           6    0.437779
           7    0.437673
           8    0.437743
           9    0.437732
          10    0.437782
          11    0.437826
          12    0.437813
          13    0.437768
          14    0.437654
          15    0.437688
          16    0.437577
          17    0.437627
          18     0.43758
          19    0.437561
          20     0.43755
