#BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1    0.276664    0.276664           0
           2    0.274981    0.275823 0.000595029
           3    0.276754    0.276133 0.000470743
           4    0.278774    0.276793 0.000671928
           5     0.27499    0.276433 0.000626961
           6    0.276467    0.276438 0.000522493
           7    0.274447    0.276154 0.000519555
           8    0.282427    0.276938 0.000862982
           9    0.277099    0.276956  0.00076728
          10    0.271788    0.276439 0.000846903
          11     0.28107     0.27686 0.000868258
          12    0.274247    0.276642 0.000822756
          13      0.2726    0.276331 0.000816125
          14    0.275399    0.276265 0.000760542
          15     0.27726    0.276331 0.000712729
          16    0.274708     0.27623 0.000675365
          17    0.275056    0.276161 0.000639158
          18    0.275694    0.276135 0.000604175
          19    0.279297    0.276301 0.000594863
          20    0.277215    0.276347 0.000566873
