#BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1    0.252897    0.252897           0
           2    0.248963     0.25093    0.001391
           3    0.255748    0.252536  0.00160615
           4    0.250983    0.252148  0.00125066
           5     0.25382    0.252482  0.00104428
           6    0.252082    0.252415 0.000872353
           7    0.254397    0.252699  0.00079234
           8     0.25405    0.252868 0.000711088
           9    0.254707    0.253072 0.000660793
          10    0.250713    0.252836 0.000635434
          11    0.251411    0.252706 0.000590731
          12    0.251828    0.252633 0.000546015
          13    0.251787    0.252568 0.000507882
          14    0.253318    0.252622 0.000474419
          15    0.253218    0.252661 0.000444452
          16    0.254904    0.252802 0.000438217
          17    0.253528    0.252844 0.000414516
          18    0.253833    0.252899 0.000395108
          19    0.258796     0.25321 0.000480996
          20    0.251681    0.253133 0.000462979
