#BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1    0.455133    0.455133           0
           2    0.446115    0.450624  0.00318813
           3    0.467042    0.456097   0.0049482
           4    0.467427    0.458929  0.00444867
           5     0.46966    0.461075  0.00404361
           6    0.443558    0.458156  0.00429625
           7    0.456746    0.457954  0.00368722
           8    0.447868    0.456694  0.00343514
           9    0.460933    0.457165  0.00308559
          10    0.455033    0.456951  0.00278438
          11    0.448422    0.456176  0.00263701
          12    0.447702     0.45547  0.00251003
          13    0.456554    0.455553  0.00231834
          14    0.444193    0.454742  0.00229036
          15    0.439399    0.453719  0.00235502
          16    0.462857     0.45429  0.00227603
          17    0.457399    0.454473  0.00214949
          18    0.476173    0.455679  0.00234389
          19    0.460895    0.455953  0.00223655
          20    0.469293     0.45662  0.00222195
