#   N_BLOCK:  ACCEPTANCE:
           1     0.51559
           2    0.515359
           3    0.515275
           4    0.515327
           5    0.515372
           6    0.515419
           7    0.515289
           8    0.515309
           9    0.515299
          10    0.515365
          11    0.515277
          12    0.515341
          13    0.515315
          14     0.51521
          15    0.515232
          16    0.515194
          17    0.515175
          18    0.515213
          19    0.515261
          20    0.515249
