#BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1    0.210325    0.210325           0
           2    0.214768    0.212547  0.00157102
           3    0.214819    0.213304  0.00121632
           4    0.215345    0.213814  0.00101366
           5    0.215969    0.214245 0.000897863
           6    0.211845    0.213845 0.000832587
           7    0.214839    0.213987 0.000725643
           8    0.217989    0.214487 0.000788732
           9    0.215611    0.214612 0.000710905
          10    0.212444    0.214395 0.000672077
          11    0.213445    0.214309 0.000616501
          12    0.214116    0.214293 0.000565335
          13    0.209685    0.213938 0.000623146
          14    0.215002    0.214014 0.000583248
          15    0.214231    0.214029 0.000544543
          16    0.214078    0.214032 0.000510518
          17    0.217745     0.21425  0.00052513
          18    0.212196    0.214136 0.000508209
          19    0.214934    0.214178 0.000483193
          20    0.214441    0.214191 0.000459212
