#   N_BLOCK:  ACCEPTANCE:
           1   0.0505333
           2   0.0504454
           3   0.0501396
           4   0.0493193
           5   0.0486504
           6   0.0486596
           7   0.0487202
           8   0.0489622
           9   0.0493453
          10   0.0495047
          11   0.0496471
          12   0.0494874
          13    0.049498
          14   0.0490029
          15   0.0489624
          16   0.0487827
          17   0.0486092
          18   0.0485859
          19   0.0483748
          20   0.0484625
