#BLOCK:   ACTUAL_X:     X_AVE:       ERROR:
           1     1.92495     1.92495           0
           2     1.87502     1.89998   0.0176525
           3     1.92772     1.90923   0.0139817
           4     1.91069      1.9096   0.0104911
           5     1.90207     1.90809   0.0085002
           6      1.8993     1.90663  0.00720855
           7     1.94051     1.91147  0.00763329
           8      1.8733      1.9067  0.00803253
           9      1.8742     1.90309  0.00791005
          10     1.91043     1.90382  0.00715309
          11     1.89994     1.90347  0.00651149
          12     1.90093     1.90326   0.0059723
          13     1.92124     1.90464  0.00567083
          14     1.90694      1.9048  0.00526816
          15       1.914     1.90542  0.00495249
          16     1.87665     1.90362  0.00495863
          17     1.92132     1.90466  0.00477503
          18     1.93198     1.90618  0.00474481
          19     1.90045     1.90588  0.00450464
          20     1.92509     1.90684   0.0043806
