#BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1   -0.528774   -0.528774           0
           2   -0.528338   -0.528556 0.000154432
           3   -0.529578   -0.528897 0.000296493
           4   -0.529198   -0.528972 0.000231775
           5   -0.526795   -0.528537  0.00043129
           6    -0.52909   -0.528629 0.000369124
           7   -0.529254   -0.528718 0.000327005
           8   -0.528966   -0.528749 0.000287599
           9   -0.529021   -0.528779 0.000257224
          10   -0.530134   -0.528915 0.000264801
          11   -0.528532    -0.52888 0.000243004
          12   -0.528404    -0.52884 0.000225968
          13   -0.528595   -0.528821 0.000209371
          14   -0.529112   -0.528842 0.000195442
          15    -0.52805   -0.528789 0.000189407
          16   -0.527609   -0.528716 0.000191404
          17   -0.530263   -0.528807 0.000200628
          18   -0.528261   -0.528776 0.000191761
          19   -0.529032    -0.52879 0.000182139
          20   -0.529891   -0.528845 0.000181166
