#BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1    0.250673    0.250673           0
           2    0.247704    0.249189  0.00104963
           3    0.247778    0.248718  0.00079812
           4    0.249173    0.248832  0.00060661
           5    0.250378    0.249141  0.00055855
           6    0.246975     0.24878 0.000570347
           7    0.247484    0.248595 0.000518049
           8    0.248493    0.248582 0.000453451
           9    0.249733     0.24871 0.000420725
          10    0.250055    0.248845 0.000399582
          11    0.250175    0.248966 0.000381129
          12    0.246763    0.248782 0.000391091
          13    0.248362     0.24875 0.000362341
          14    0.247129    0.248634 0.000354462
          15    0.250183    0.248737 0.000345545
          16    0.251086    0.248884  0.00035377
          17    0.247391    0.248796 0.000343685
          18    0.248756    0.248794 0.000324599
          19    0.248643    0.248786 0.000307613
          20    0.247675     0.24873 0.000297207
