#BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1    0.363062    0.363062           0
           2    0.343383    0.353222  0.00695734
           3    0.360513    0.355653  0.00504481
           4    0.357128    0.356022  0.00379707
           5    0.350987    0.355015  0.00316835
           6     0.36108    0.356026  0.00279693
           7    0.340919    0.353868  0.00312076
           8    0.357742    0.354352  0.00276798
           9    0.361524    0.355149  0.00257258
          10    0.356559     0.35529  0.00231918
          11    0.352332    0.355021  0.00212387
          12    0.358476    0.355309   0.0019663
          13    0.356122    0.355371  0.00181604
          14    0.359183    0.355644  0.00170661
          15     0.35055    0.355304  0.00162626
          16      0.3618     0.35571  0.00157448
          17    0.352199    0.355503  0.00149535
          18    0.362928    0.355916  0.00146805
          19    0.347148    0.355454  0.00146152
          20    0.355912    0.355477  0.00138862
