#BLOCK:   ACTUAL_X:     X_AVE:       ERROR:
           1     1.36993     1.36993           0
           2     1.37997     1.37495  0.00355137
           3     1.37818     1.37603  0.00252529
           4     1.38939     1.37937  0.00345861
           5     1.38336     1.38017  0.00285762
           6     1.36013     1.37683  0.00386794
           7     1.38087     1.37741  0.00335817
           8     1.38146     1.37791  0.00297638
           9     1.37739     1.37785  0.00264623
          10     1.37757     1.37783  0.00238176
          11     1.38748      1.3787  0.00232134
          12     1.38022     1.37883  0.00213131
          13     1.35991     1.37737  0.00241368
          14     1.36231      1.3763  0.00246946
          15      1.3876     1.37705  0.00241707
          16     1.39004     1.37786  0.00239847
          17     1.37065     1.37744  0.00229464
          18     1.37614     1.37737   0.0021683
          19     1.38081     1.37755  0.00206175
          20     1.36361     1.37685  0.00207316
