#   N_BLOCK:  ACCEPTANCE:
           1    0.474077
           2    0.474046
           3    0.474017
           4     0.47425
           5    0.474343
           6    0.474276
           7    0.474234
           8    0.474212
           9    0.474271
          10    0.474361
          11    0.474285
          12    0.474263
          13    0.474163
          14    0.474079
          15    0.474065
          16    0.473996
          17    0.474023
          18    0.474127
          19    0.474157
          20    0.474158
