#BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1   -0.556257   -0.556257           0
           2   -0.555089   -0.555673 0.000412894
           3   -0.555636   -0.555661 0.000275447
           4   -0.555925   -0.555727 0.000214354
           5    -0.55696   -0.555973 0.000279379
           6   -0.555912   -0.555963 0.000233002
           7   -0.555269   -0.555864 0.000219792
           8   -0.556154     -0.5559 0.000195289
           9   -0.556087   -0.555921 0.000174685
          10   -0.556929   -0.556022 0.000184018
          11   -0.556721   -0.556085 0.000177925
          12   -0.555853   -0.556066 0.000164145
          13   -0.556625   -0.556109 0.000157046
          14   -0.555874   -0.556092 0.000146723
          15   -0.554163   -0.555964 0.000184894
          16   -0.556313   -0.555985 0.000174619
          17    -0.55587   -0.555979 0.000164479
          18   -0.555986   -0.555979 0.000155342
          19   -0.556685   -0.556016 0.000151541
          20   -0.557713   -0.556101 0.000166018
