#BLOCK:   ACTUAL_M:     M_AVE:       ERROR:
           1     0.39208     0.39208           0
           2     0.35694     0.37451   0.0124239
           3    -0.13088    0.206047    0.137799
           4     0.21004    0.207045    0.103353
           5     0.13664    0.192964   0.0836359
           6    -0.31302    0.108633    0.103846
           7    -0.25094   0.0572657    0.100919
           8      0.0242   0.0531325   0.0883886
           9     0.09498   0.0577822   0.0786899
          10     0.08882    0.060886   0.0708821
          11     0.31764   0.0842273   0.0681731
          12     0.23168    0.096515   0.0635898
          13    -0.57874   0.0445723   0.0770454
          14     -0.1334     0.03186   0.0725833
          15    -0.10594   0.0226733   0.0683233
          16     -0.3528 -0.00079375   0.0679638
          17     -0.2419  -0.0149765   0.0654291
          18    -0.50036  -0.0419422   0.0671213
          19     -0.1532  -0.0477979   0.0638435
          20     -0.0374   -0.047278   0.0606534
