#BLOCK:   ACTUAL_X:     X_AVE:       ERROR:
           1       7.458       7.458           0
           2     7.36148     7.40974   0.0341275
           3      7.2981     7.37253   0.0379588
           4     7.46181     7.39485   0.0344111
           5     7.50585     7.41705    0.033943
           6     7.38952     7.41246   0.0285942
           7     7.44656     7.41733   0.0249207
           8     7.40902     7.41629   0.0218272
           9     7.30228     7.40363   0.0227833
          10     7.39522     7.40278   0.0205205
          11     7.45603     7.40762   0.0192174
          12     7.22633     7.39252   0.0227935
          13     7.38401     7.39186   0.0210495
          14     7.52548     7.40141   0.0216016
          15     7.41904     7.40258   0.0201934
          16     7.38534      7.4015   0.0189601
          17     7.29661     7.39533    0.018822
          18     7.39698     7.39543   0.0177766
          19     7.27361     7.38901     0.01796
          20     7.36425     7.38778   0.0171046
