#BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1   -0.761262   -0.761262           0
           2   -0.761512   -0.761387 8.85298e-05
           3   -0.760903   -0.761226 0.000144246
           4   -0.761493   -0.761292 0.000122681
           5   -0.762528    -0.76154 0.000241841
           6   -0.760961   -0.761443 0.000219929
           7   -0.762369   -0.761575 0.000224782
           8   -0.762316   -0.761668 0.000214908
           9   -0.760834   -0.761575 0.000210073
          10   -0.761933   -0.761611 0.000192085
          11    -0.76119   -0.761573 0.000178387
          12   -0.761507   -0.761567 0.000163605
          13   -0.761835   -0.761588 0.000152313
          14   -0.761269   -0.761565 0.000143128
          15   -0.761772   -0.761579  0.00013425
          16   -0.761346   -0.761564 0.000126648
          17   -0.761294   -0.761548 0.000120195
          18   -0.761393    -0.76154 0.000113828
          19   -0.761492   -0.761537 0.000107865
          20   -0.760557   -0.761488 0.000113063
