#BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1    0.367461    0.367461           0
           2    0.371694    0.369577  0.00149644
           3    0.374519    0.371224  0.00167446
           4    0.372811    0.371621  0.00130198
           5    0.369758    0.371248  0.00109362
           6    0.369699     0.37099 0.000941355
           7    0.368902    0.370692 0.000852828
           8    0.372928    0.370971 0.000790712
           9    0.371833    0.371067 0.000708625
          10    0.370817    0.371042 0.000638205
          11    0.373155    0.371234  0.00060841
          12    0.372216    0.371316 0.000563179
          13    0.374371    0.371551 0.000566783
          14    0.369322    0.371392 0.000548199
          15     0.37244    0.371462  0.00051609
          16    0.370949     0.37143 0.000484828
          17    0.372057    0.371467  0.00045771
          18     0.37093    0.371437 0.000433251
          19    0.374492    0.371598 0.000439273
          20    0.372061    0.371621  0.00041792
