#BLOCK:   ACTUAL_X:     X_AVE:       ERROR:
           1     4.39666     4.39666           0
           2     4.51567     4.45617   0.0420745
           3      4.4774     4.46324   0.0286391
           4     4.46107      4.4627   0.0214844
           5     4.37455     4.44507   0.0233254
           6     4.38074     4.43435   0.0217629
           7     4.37503     4.42588   0.0202365
           8     4.46944     4.43132   0.0184252
           9     4.34818     4.42208   0.0185497
          10     4.35155     4.41503   0.0179857
          11     4.42027     4.41551    0.016357
          12     4.33538     4.40883      0.0163
          13     4.49853     4.41573   0.0164419
          14     4.44181     4.41759   0.0153727
          15      4.3212     4.41117   0.0156332
          16     4.44157     4.41307   0.0147712
          17     4.39557     4.41204   0.0139381
          18     4.40798     4.41181   0.0131656
          19     4.40671     4.41154   0.0124754
          20     4.37842     4.40989   0.0119611
