#BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1   -0.682284   -0.682284           0
           2   -0.682371   -0.682328 3.08299e-05
           3   -0.681921   -0.682192 0.000112609
           4   -0.681788   -0.682091 0.000121588
           5    -0.68143   -0.681959 0.000153166
           6   -0.681444   -0.681873 0.000149748
           7   -0.682518   -0.681965 0.000154094
           8   -0.683526    -0.68216 0.000226958
           9   -0.681479   -0.682085 0.000213983
          10   -0.682015   -0.682078 0.000192697
          11   -0.681078   -0.681987  0.00019542
          12   -0.681538   -0.681949 0.000182684
          13   -0.683045   -0.682034 0.000187059
          14   -0.683505   -0.682139  0.00020106
          15   -0.681381   -0.682088 0.000193901
          16    -0.68189   -0.682076 0.000182175
          17   -0.682269   -0.682087 0.000171813
          18   -0.681726   -0.682067 0.000163437
          19   -0.682814   -0.682106 0.000159488
          20   -0.680643   -0.682033 0.000167454
