#BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1       -0.92       -0.92           0
           2       -0.92       -0.92           0
           3       -0.92       -0.92           0
           4       -0.92       -0.92           0
           5       -0.92       -0.92           0
           6       -0.92       -0.92           0
           7       -0.92       -0.92           0
           8       -0.92       -0.92           0
           9       -0.92       -0.92           0
          10       -0.92       -0.92           0
          11       -0.92       -0.92           0
          12       -0.92       -0.92           0
          13       -0.92       -0.92           0
          14       -0.92       -0.92           0
          15       -0.92       -0.92           0
          16       -0.92       -0.92           0
          17       -0.92       -0.92           0
          18       -0.92       -0.92           0
          19          -1   -0.924211  0.00409823
          20          -1      -0.928  0.00536656
          21          -1   -0.931429  0.00610883
          22          -1   -0.934545  0.00657843
          23          -1   -0.937391  0.00688049
          24          -1       -0.94  0.00707107
          25          -1     -0.9424  0.00718398
          26          -1   -0.944615  0.00724121
          27          -1   -0.946667  0.00725775
          28          -1   -0.948571  0.00724418
          29          -1   -0.950345  0.00720818
          30          -1      -0.952  0.00715542
          31          -1   -0.953548  0.00709015
          32          -1      -0.955  0.00701561
          33          -1   -0.956364  0.00693427
          34          -1   -0.957647  0.00684806
          35          -1   -0.958857  0.00675847
          36          -1       -0.96  0.00666667
          37       -0.92   -0.958919  0.00657356
          38       -0.92   -0.957895  0.00647986
          39       -0.92   -0.956923  0.00638615
          40       -0.92      -0.956  0.00629285
          41       -0.92   -0.955122  0.00620032
          42          -1    -0.95619  0.00614408
          43          -1   -0.957209  0.00608508
          44          -1   -0.958182  0.00602399
          45          -1   -0.959111  0.00596138
          46          -1       -0.96  0.00589768
          47          -1   -0.960851  0.00583328
          48          -1   -0.961667  0.00576849
          49          -1   -0.962449  0.00570357
          50          -1     -0.9632  0.00563872
          51          -1   -0.963922  0.00557414
          52          -1   -0.964615  0.00550995
          53          -1   -0.965283  0.00544629
          54          -1   -0.965926  0.00538324
          55          -1   -0.966545   0.0053209
          56       -0.92   -0.965714   0.0052904
          57       -0.92   -0.964912  0.00525803
          58       -0.92   -0.964138  0.00522408
          59       -0.92    -0.96339  0.00518882
          60       -0.92   -0.962667  0.00515249
          61       -0.92   -0.961967  0.00511528
          62       -0.92    -0.96129  0.00507736
          63          -1   -0.961905  0.00503381
          64          -1     -0.9625  0.00499022
          65          -1   -0.963077  0.00494669
          66          -1   -0.963636  0.00490327
          67          -1   -0.964179  0.00486003
          68          -1   -0.964706  0.00481703
          69          -1   -0.965217   0.0047743
          70          -1   -0.965714  0.00473188
          71          -1   -0.966197  0.00468981
          72          -1   -0.966667  0.00464811
          73          -1   -0.967123  0.00460681
          74          -1   -0.967568  0.00456593
          75          -1      -0.968  0.00452548
          76          -1   -0.968421  0.00448548
          77          -1   -0.968831  0.00444594
          78          -1   -0.969231  0.00440686
          79          -1    -0.96962  0.00436826
          80          -1       -0.97  0.00433013
          81          -1    -0.97037  0.00429248
          82          -1   -0.970732  0.00425531
          83          -1   -0.971084  0.00421863
          84          -1   -0.971429  0.00418243
          85          -1   -0.971765  0.00414671
          86          -1   -0.972093  0.00411147
          87          -1   -0.972414   0.0040767
          88          -1   -0.972727  0.00404241
          89          -1   -0.973034  0.00400859
          90          -1   -0.973333  0.00397523
          91          -1   -0.973626  0.00394233
          92          -1   -0.973913  0.00390989
          93          -1   -0.974194   0.0038779
          94          -1   -0.974468  0.00384635
          95          -1   -0.974737  0.00381524
          96          -1      -0.975  0.00378456
          97          -1   -0.975258  0.00375431
          98          -1    -0.97551  0.00372448
          99          -1   -0.975758  0.00369507
         100          -1      -0.976  0.00366606
         101          -1   -0.976238  0.00363746
         102          -1   -0.976471  0.00360925
         103          -1   -0.976699  0.00358143
         104          -1   -0.976923  0.00355399
         105          -1   -0.977143  0.00352693
         106          -1   -0.977358  0.00350025
         107          -1    -0.97757  0.00347392
         108          -1   -0.977778  0.00344796
         109          -1   -0.977982  0.00342235
         110          -1   -0.978182  0.00339709
         111          -1   -0.978378  0.00337216
         112          -1   -0.978571  0.00334758
         113          -1   -0.978761  0.00332332
         114          -1   -0.978947  0.00329938
         115          -1    -0.97913  0.00327577
         116          -1    -0.97931  0.00325247
         117          -1   -0.979487  0.00322947
         118          -1   -0.979661  0.00320678
         119          -1   -0.979832  0.00318438
         120          -1       -0.98  0.00316228
         121          -1   -0.980165  0.00314046
         122          -1   -0.980328  0.00311892
         123          -1   -0.980488  0.00309766
         124          -1   -0.980645  0.00307668
         125          -1     -0.9808  0.00305596
         126          -1   -0.980952   0.0030355
         127          -1   -0.981102   0.0030153
         128          -1    -0.98125  0.00299536
         129          -1   -0.981395  0.00297566
         130          -1   -0.981538  0.00295621
         131          -1   -0.981679    0.002937
