#   N_BLOCK:  ACCEPTANCE:
           1    0.519687
           2    0.519462
           3    0.519447
           4     0.51944
           5    0.519518
           6    0.519514
           7    0.519341
           8    0.519346
           9    0.519432
          10    0.519478
          11    0.519448
          12    0.519508
          13    0.519513
          14    0.519448
          15    0.519438
          16    0.519418
          17    0.519397
          18    0.519476
          19    0.519494
          20    0.519496
