#BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1     0.39052     0.39052           0
           2    0.382517    0.386519  0.00282933
           3    0.391099    0.388046  0.00226095
           4      0.3881    0.388059  0.00169576
           5    0.381375    0.386722  0.00180838
           6    0.378026    0.385273  0.00200537
           7    0.377193    0.384119  0.00202399
           8    0.390541    0.384921  0.00192361
           9    0.392829      0.3858  0.00189995
          10    0.385797      0.3858  0.00170996
          11    0.377343    0.385031  0.00171868
          12    0.383884    0.384935  0.00157811
          13     0.38568    0.384993  0.00145775
          14    0.390148    0.385361  0.00139937
          15    0.378724    0.384918  0.00137426
          16    0.389046    0.385176  0.00131236
          17     0.38211    0.384996  0.00124749
          18    0.391007     0.38533  0.00122207
          19    0.377976    0.384943  0.00121749
          20    0.375255    0.384458  0.00124928
