#   N_BLOCK:  ACCEPTANCE:
           1     0.33748
           2    0.337599
           3     0.33774
           4    0.337913
           5    0.337597
           6    0.337556
           7    0.337674
           8    0.337564
           9    0.337636
          10    0.337539
          11    0.337552
          12    0.337612
          13    0.337452
          14    0.337415
          15     0.33749
          16    0.337408
          17    0.337399
          18    0.337387
          19    0.337369
          20    0.337248
