#BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1   -0.499556   -0.499556           0
           2     -0.5004   -0.499978 0.000298399
           3   -0.499564    -0.49984 0.000228627
           4    -0.49948    -0.49975 0.000188353
           5   -0.499044   -0.499609 0.000196609
           6   -0.498676   -0.499453 0.000216761
           7   -0.501716   -0.499777 0.000352245
           8   -0.500908   -0.499918 0.000335407
           9   -0.497768   -0.499679  0.00037365
          10   -0.499576   -0.499669 0.000336427
          11    -0.49988   -0.499688  0.00030639
          12     -0.4998   -0.499697    0.000281
          13    -0.49996   -0.499718  0.00026011
          14    -0.50048   -0.499772 0.000247166
          15   -0.498628   -0.499696  0.00024217
          16   -0.500964   -0.499775 0.000239656
          17   -0.500648   -0.499826 0.000230995
          18   -0.499616   -0.499815 0.000218457
          19   -0.500156   -0.499833 0.000207697
          20    -0.50048   -0.499865 0.000199818
