#   N_BLOCK:  ACCEPTANCE:
           1    0.338593
           2    0.338622
           3     0.33871
           4    0.339023
           5    0.338882
           6    0.338984
           7    0.338879
           8     0.33876
           9    0.338912
          10    0.338914
          11    0.338982
          12    0.338998
          13    0.338972
          14    0.338973
          15    0.338982
          16     0.33886
          17    0.338918
          18    0.338954
          19    0.338998
          20    0.338879
