#BLOCK:   ACTUAL_M:     M_AVE:       ERROR:
           1        0.84        0.84           0
           2        0.96         0.9   0.0424264
           3           1    0.933333   0.0392523
           4           1        0.95   0.0327872
           5           1        0.96   0.0277128
           6        0.84        0.94   0.0294392
           7        0.84    0.925714   0.0284897
           8        0.76       0.905   0.0315733
           9        0.72    0.884444   0.0341063
          10        0.84        0.88   0.0309839
          11        0.76    0.869091   0.0300263
          12        0.72    0.856667   0.0299846
          13        0.84    0.855385   0.0277055
          14        0.84    0.854286   0.0257483
          15        0.92    0.858667   0.0244016
          16         0.6      0.8425   0.0277193
          17        0.48    0.821176   0.0332952
          18        0.48    0.802222   0.0364434
          19        0.44    0.783158   0.0391959
          20        0.28       0.758   0.0445848
          21         0.4    0.740952   0.0456046
          22        0.44    0.727273   0.0455371
          23         0.4    0.713043   0.0457264
          24        0.44    0.701667   0.0452143
          25        0.28      0.6848   0.0464452
          26        0.16    0.664615   0.0488484
          27        0.08    0.642963   0.0516154
          28       -0.08    0.617143    0.055858
          29       -0.04    0.594483   0.0583474
          30       -0.04    0.573333   0.0601135
          31           0    0.554839    0.060953
          32           0      0.5375   0.0614649
          33        -0.2    0.515152   0.0635354
          34       -0.32    0.490588    0.066245
          35       -0.36    0.466286   0.0686655
          36       -0.16    0.448889   0.0689267
          37       -0.12    0.433514   0.0687573
          38       -0.04    0.421053   0.0680677
          39           0    0.410256   0.0671731
          40           0         0.4   0.0662722
          41       -0.04    0.389268   0.0655189
          42           0        0.38   0.0646112
          43       -0.08    0.369302   0.0639881
          44        0.04    0.361818   0.0629699
          45           0    0.353778   0.0620818
          46        0.12    0.348696   0.0609399
          47        0.28    0.347234   0.0596608
          48        0.48        0.35    0.058482
          49         0.2    0.346939   0.0573685
          50        0.32      0.3464   0.0562237
          51         0.6    0.351373   0.0553407
          52        0.52    0.354615   0.0543714
          53        0.52    0.357736    0.053435
          54        0.56    0.361481   0.0525766
          55        0.72       0.368   0.0520231
          56        0.68    0.373571   0.0513916
          57        0.56    0.376842    0.050594
          58        0.48    0.378621   0.0497529
          59        0.68    0.383729   0.0491712
          60        0.68    0.388667    0.048599
          61        0.64    0.392787   0.0479766
          62        0.88    0.400645    0.047842
          63        0.76    0.406349   0.0474214
          64        0.68    0.410625   0.0468729
          65        0.56    0.412923    0.046208
          66        0.64    0.416364   0.0456358
          67        0.56    0.418507    0.045005
          68        0.76    0.423529   0.0446225
          69        0.64    0.426667   0.0440859
          70        0.64    0.429714   0.0435613
          71        0.76    0.434366   0.0431955
          72        0.68    0.437778   0.0427301
          73        0.56    0.439452   0.0421775
          74         0.6    0.441622   0.0416633
          75        0.64    0.444267   0.0411917
          76        0.52    0.445263   0.0406617
          77        0.64    0.447792   0.0402122
          78        0.64    0.450256   0.0397721
          79        0.72    0.453671    0.039415
          80         0.6      0.4555   0.0389647
          81        0.52    0.456296   0.0384918
          82        0.36    0.455122   0.0380403
          83        0.16    0.451566   0.0377478
          84        0.16    0.448095   0.0374576
          85         0.2    0.445176   0.0371305
          86        0.24    0.442791   0.0367753
          87        0.32    0.441379   0.0363797
          88        0.48    0.441818   0.0359689
          89         0.6    0.443596   0.0356087
          90        0.76    0.447111   0.0353861
          91        0.72     0.45011   0.0351241
          92        0.68    0.452609   0.0348311
          93        0.52    0.453333   0.0344641
          94        0.56    0.454468   0.0341161
          95        0.68    0.456842   0.0338395
          96        0.72    0.459583   0.0335979
          97        0.36    0.458557   0.0332672
          98         0.4    0.457959   0.0329331
          99        0.24    0.455758   0.0326739
         100        0.32      0.4544   0.0323754
         101        0.32    0.453069   0.0320822
         102        0.36    0.452157   0.0317806
         103        0.36    0.451262   0.0314847
         104         0.4    0.450769   0.0311858
         105        0.48    0.451048     0.03089
         106        0.44    0.450943   0.0305988
         107        0.52    0.451589   0.0303196
         108         0.4    0.451111   0.0300426
         109        0.36    0.450275   0.0297787
         110        0.32    0.449091   0.0295315
         111        0.44    0.449009   0.0292655
         112        0.52    0.449643   0.0290111
         113         0.4    0.449204   0.0287577
         114         0.6    0.450526   0.0285358
         115        0.28    0.449043   0.0283262
         116        0.48     0.44931   0.0280833
         117        0.56    0.450256   0.0278592
         118         0.4    0.449831   0.0276263
         119         0.4    0.449412   0.0273974
         120         0.4       0.449   0.0271721
         121        0.28    0.447603   0.0269834
         122         0.2    0.445574   0.0268385
         123        0.36    0.444878   0.0266293
         124        0.36    0.444194   0.0264233
         125        0.28     0.44288   0.0262446
         126        0.28    0.441587   0.0260681
         127        0.12    0.439055   0.0259855
         128         0.2    0.437188   0.0258496
         129        0.16    0.435039   0.0257383
         130        0.24    0.433538    0.025584
         131        0.32    0.432672   0.0254034
         132        0.32    0.431818   0.0252253
         133        0.28    0.430677   0.0250614
         134        0.24    0.429254   0.0249148
         135        0.04     0.42637   0.0248965
         136       -0.12    0.422353   0.0250355
         137       -0.32    0.416934   0.0254324
         138       -0.28    0.411884   0.0257446
         139       -0.32    0.406619   0.0260923
