#   N_BLOCK:  ACCEPTANCE:
           1    0.326593
           2    0.326464
           3    0.326698
           4    0.326755
           5     0.32656
           6    0.326489
           7    0.326527
           8    0.326371
           9    0.326503
          10    0.326473
          11    0.326477
          12    0.326495
          13    0.326382
          14    0.326453
          15    0.326512
          16    0.326457
          17    0.326424
          18    0.326465
          19    0.326436
          20    0.326325
