#   N_BLOCK:  ACCEPTANCE:
           1    0.341073
           2    0.341131
           3    0.341333
           4     0.34156
           5    0.341274
           6      0.3412
           7    0.341243
           8    0.341154
           9     0.34125
          10    0.341209
          11    0.341155
          12    0.341203
          13    0.341095
          14    0.341072
          15    0.341151
          16    0.341085
          17     0.34103
          18     0.34106
          19    0.341067
          20    0.340965
