#BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1    0.201769    0.201769           0
           2    0.203685    0.202727 0.000677521
           3    0.204685     0.20338 0.000698683
           4    0.205372    0.203878 0.000678672
           5    0.206103    0.204323 0.000673274
           6    0.201003    0.203769 0.000754949
           7    0.206318    0.204133  0.00072961
           8     0.20204    0.203872 0.000683717
           9    0.203822    0.203866 0.000607772
          10    0.203603     0.20384 0.000547564
          11    0.205028    0.203948  0.00050832
          12    0.200144    0.203631 0.000556092
          13    0.201365    0.203457 0.000539937
          14    0.200575    0.203251  0.00053918
          15    0.207911    0.203561 0.000585948
          16    0.204013     0.20359 0.000550007
          17    0.205866    0.203724 0.000533697
          18    0.199884     0.20351 0.000545006
          19    0.202579    0.203461 0.000518521
          20    0.202968    0.203437  0.00049318
