#   N_BLOCK:  ACCEPTANCE:
           1    0.525923
           2    0.525697
           3    0.525779
           4    0.525739
           5    0.525886
           6    0.525865
           7    0.525682
           8     0.52563
           9    0.525709
          10    0.525652
          11    0.525592
          12    0.525621
          13     0.52558
          14    0.525534
          15    0.525545
          16    0.525507
          17    0.525429
          18    0.525446
          19    0.525454
          20    0.525442
