#BLOCK:   ACTUAL_X:     X_AVE:       ERROR:
           1     6.09145     6.09145           0
           2     6.07968     6.08557  0.00415907
           3     6.13326     6.10146   0.0132737
           4     5.97506     6.06986   0.0291224
           5     5.96117     6.04812   0.0303459
           6     6.06208     6.05045   0.0253772
           7     6.17681      6.0685   0.0274313
           8     6.16071     6.08003   0.0263125
           9     6.04161     6.07576   0.0237327
          10     6.04346     6.07253    0.021578
          11     5.93265     6.05981   0.0230611
          12     6.10187     6.06332   0.0214041
          13     6.24679     6.07743   0.0239629
          14      6.0742      6.0772   0.0222524
          15     5.93278     6.06757   0.0227565
          16     6.04663     6.06626   0.0213718
          17     6.19171     6.07364   0.0213507
          18     6.09836     6.07502   0.0202087
          19     6.00608     6.07139   0.0194681
          20     6.06194     6.07091   0.0185004
