#BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1     0.40861     0.40861           0
           2    0.410942    0.409776  0.00082447
           3    0.412825    0.410792 0.000995337
           4    0.412367    0.411186 0.000820683
           5    0.413652    0.411679  0.00079096
           6    0.410049    0.411407 0.000704264
           7    0.409377    0.411117 0.000660704
           8    0.410684    0.411063 0.000580333
           9    0.406082     0.41051 0.000733741
          10    0.405429    0.410002 0.000817538
          11    0.408567    0.409871 0.000753552
          12    0.410065    0.409887  0.00069093
          13    0.418984    0.410587 0.000926681
          14    0.406915    0.410325 0.000896832
          15    0.407118    0.410111 0.000862149
          16    0.407488    0.409947 0.000823707
          17    0.408318    0.409851 0.000780805
          18    0.408164    0.409757  0.00074303
          19     0.41619    0.410096 0.000777243
          20    0.415899    0.410386 0.000790682
