#BLOCK:   ACTUAL_M:     M_AVE:       ERROR:
           1        0.36        0.36           0
           2        0.32        0.34   0.0141421
           3       -0.16    0.173333    0.136409
           4       -0.04        0.12     0.11225
           5       -0.24       0.048    0.110504
           6       -0.04   0.0333333   0.0930551
           7        0.04   0.0342857   0.0797664
           8        0.24        0.06   0.0738241
           9        0.44    0.102222   0.0767516
          10        0.48        0.14   0.0778203
          11        0.44    0.167273   0.0753734
          12        0.08        0.16   0.0694422
          13           0    0.147692   0.0651821
          14       -0.12    0.128571   0.0632686
          15           0        0.12   0.0596285
          16        0.36       0.135   0.0577576
          17        0.16    0.136471   0.0543788
          18        0.28    0.144444   0.0519391
          19        0.16    0.145263   0.0492119
          20        0.28       0.152   0.0472102
          21        0.24     0.15619   0.0451477
          22        0.28    0.161818   0.0434448
          23        0.28    0.166957   0.0418587
          24        0.16    0.166667   0.0401156
          25        0.16      0.1664   0.0385118
          26        0.36    0.173846   0.0377436
          27        0.28    0.177778   0.0365499
          28           0    0.171429   0.0357918
          29        0.16    0.171034   0.0345597
          30           0    0.165333   0.0338747
          31       -0.08    0.157419   0.0336938
          32        0.16      0.1575   0.0326409
          33         0.2    0.158788   0.0316772
          34         0.2        0.16   0.0307687
          35        0.08    0.157714   0.0299744
          36        0.08    0.155556   0.0292194
          37        0.08    0.153514   0.0285009
          38        -0.2    0.144211   0.0292298
          39       -0.24    0.134359   0.0300947
          40        -0.2       0.126   0.0304811
          41        0.04    0.123902   0.0298098
          42        0.28    0.127619   0.0293308
          43        0.16    0.128372   0.0286584
          44        0.04    0.126364   0.0280773
          45        0.12    0.126222   0.0274537
          46        0.12    0.126087   0.0268572
          47        0.08    0.125106   0.0263037
          48        0.12       0.125   0.0257559
          49        0.08    0.124082   0.0252467
          50        0.04      0.1224   0.0247977
          51        0.16    0.123137   0.0243224
          52        0.16    0.123846    0.023865
          53        0.16    0.124528   0.0234245
          54        0.04    0.122963   0.0230429
          55        0.24    0.125091    0.022722
          56        0.32    0.128571   0.0225812
          57        0.36    0.132632   0.0225471
          58        0.48    0.138621     0.02294
          59        0.48    0.144407   0.0232695
          60        0.32    0.147333    0.023065
          61        0.24    0.148852   0.0227368
          62        0.08    0.147742   0.0223972
          63           0    0.145397   0.0221641
          64       -0.16    0.140625   0.0223256
          65       -0.08    0.137231   0.0222386
          66        0.16    0.137576   0.0219044
          67         0.2    0.138507   0.0215972
          68        0.24        0.14   0.0213311
          69        0.44    0.144348   0.0214605
          70        0.44    0.148571   0.0215655
          71        0.52    0.153803   0.0218871
          72         0.4    0.157222   0.0218486
          73        0.28    0.158904    0.021614
          74        0.16    0.158919   0.0213219
          75         0.2    0.159467   0.0210446
          76        0.04    0.157895   0.0208263
          77        0.04    0.156364   0.0206121
          78           0    0.154359   0.0204451
          79       -0.08    0.151392   0.0204004
          80        0.32      0.1535   0.0202539
          81        0.64    0.159506   0.0208754
          82         0.4    0.162439   0.0208259
          83        0.44    0.165783   0.0208417
          84        0.44    0.169048   0.0208477
          85        0.24    0.169882   0.0206191
          86        0.12    0.169302   0.0203875
          87       -0.12    0.165977   0.0204226
          88       -0.16    0.162273   0.0205237
          89       -0.32    0.156854   0.0209963
          90       -0.28       0.152   0.0213167
          91       -0.32    0.146813   0.0217043
          92       -0.12    0.143913   0.0216612
          93           0    0.142366   0.0214835
          94        0.08    0.141702   0.0212652
          95        -0.2    0.138105   0.0213434
          96       -0.32    0.133333    0.021648
          97       -0.24    0.129485   0.0217642
          98       -0.36     0.12449   0.0221079
          99       -0.28    0.120404   0.0222589
         100        -0.2      0.1172   0.0222657
         101       -0.08    0.115248   0.0221307
         102       -0.08    0.113333   0.0219964
         103       -0.36    0.108738   0.0222577
         104        0.04    0.108077   0.0220535
         105       -0.08    0.106286    0.021916
         106        0.12    0.106415   0.0217097
         107        0.12    0.106542   0.0215071
         108           0    0.105556   0.0213306
         109        0.16    0.106055   0.0211408
         110         0.2    0.106909   0.0209658
         111           0    0.105946   0.0207991
         112        0.12    0.106071   0.0206137
         113        0.32    0.107965   0.0205181
         114         0.4    0.110526   0.0204974
         115        0.56    0.114435   0.0206884
         116        0.44    0.117241   0.0206996
         117        0.32    0.118974   0.0205951
         118         0.4    0.121356   0.0205578
         119        0.16    0.121681   0.0203876
         120        0.08    0.121333   0.0202206
         121         0.2    0.121983    0.020064
         122        0.16    0.122295   0.0199019
         123           0    0.121301   0.0197649
         124        -0.2     0.11871   0.0197747
         125       -0.04     0.11744   0.0196572
         126       -0.08    0.115873   0.0195635
         127         0.2    0.116535   0.0194207
         128        0.08     0.11625   0.0192711
         129           0    0.115349   0.0191428
         130        -0.2    0.112923   0.0191486
         131       -0.12    0.111145   0.0190848
         132        0.12    0.111212   0.0189403
         133           0    0.110376   0.0188164
         134        0.36    0.112239   0.0187679
         135        0.28    0.113481     0.01867
         136        0.32       0.115   0.0185944
         137        0.44    0.117372   0.0186094
         138         0.4     0.11942   0.0185869
         139        0.52    0.122302   0.0186752
         140        0.36       0.124   0.0186188
         141         0.4    0.125957   0.0185894
         142        0.36    0.127606   0.0185314
         143        0.44     0.12979   0.0185301
         144        0.24    0.130556   0.0184173
         145        0.08    0.130207   0.0182935
         146       -0.04    0.129041   0.0182054
         147        0.12     0.12898   0.0180816
         148        0.04    0.128378   0.0179694
         149        -0.2    0.126174   0.0179835
         150       -0.16    0.124267   0.0179645
         151       -0.44     0.12053     0.01823
         152       -0.12    0.118947   0.0181787
         153       -0.08    0.117647   0.0181063
         154        0.08    0.117403   0.0179904
         155       -0.16    0.115613   0.0179631
         156       -0.12    0.114103   0.0179113
         157       -0.16    0.112357   0.0178821
         158       -0.36    0.109367   0.0180171
         159       -0.24     0.10717   0.0180373
         160       -0.04     0.10625    0.017948
         161       -0.16    0.104596   0.0179126
         162       -0.24    0.102469   0.0179278
         163       -0.24    0.100368   0.0179405
         164       -0.28   0.0980488   0.0179804
         165       -0.16   0.0964848   0.0179394
         166       -0.16   0.0949398   0.0178977
         167       -0.12   0.0936527   0.0178367
         168        -0.2   0.0919048    0.017816
         169       -0.08   0.0908876   0.0177396
         170        -0.2   0.0891765   0.0177176
         171           0    0.088655   0.0176217
         172       -0.08   0.0876744   0.0175465
         173       -0.24   0.0857803    0.017547
         174       -0.12   0.0845977   0.0174859
         175       -0.12   0.0834286   0.0174251
         176        0.12   0.0836364   0.0173273
         177        0.04   0.0833898   0.0172311
         178       -0.12   0.0822472   0.0171722
         179        0.04   0.0820112   0.0170779
         180       -0.12   0.0808889   0.0170198
         181           0    0.080442   0.0169317
         182        -0.2   0.0789011   0.0169086
         183       -0.32   0.0767213   0.0169561
         184       -0.32   0.0745652   0.0170005
         185       -0.08   0.0737297   0.0169291
         186       -0.24    0.072043   0.0169219
         187       -0.04   0.0714439    0.016842
         188        0.04   0.0712766   0.0167533
         189           0   0.0708995   0.0166689
         190       -0.12   0.0698947   0.0166114
         191           0   0.0695288   0.0165285
         192       -0.16   0.0683333   0.0164856
         193       -0.16   0.0671503   0.0164425
         194       -0.24    0.065567   0.0164338
         195        -0.2   0.0642051   0.0164059
         196       -0.28    0.062449   0.0164159
         197       -0.16   0.0613198   0.0163714
         198       -0.04   0.0608081   0.0162967
         199       -0.08   0.0601005   0.0162301
         200        0.04        0.06   0.0161493
         201        0.04   0.0599005   0.0160693
         202        0.12    0.060198   0.0159925
         203        0.12   0.0604926   0.0159164
         204        0.08   0.0605882   0.0158387
         205         0.2   0.0612683    0.015776
         206         0.2   0.0619417   0.0157138
         207        0.16   0.0624155    0.015645
         208        0.16   0.0628846   0.0155768
         209           0   0.0625837   0.0155052
         210       -0.08   0.0619048   0.0154462
         211       -0.32   0.0600948   0.0154787
         212       -0.32   0.0583019   0.0155092
         213       -0.12   0.0574648   0.0154589
         214       -0.04   0.0570093   0.0153934
         215       -0.24   0.0556279   0.0153837
         216        -0.2   0.0544444   0.0153579
         217        -0.2   0.0532719   0.0153318
         218       -0.12   0.0524771   0.0152821
         219       -0.16   0.0515068   0.0152431
         220       -0.12   0.0507273   0.0151937
         221        0.08   0.0508597   0.0151255
         222       -0.08   0.0502703   0.0150689
         223       -0.08   0.0496861   0.0150126
         224        0.08   0.0498214   0.0149462
         225           0      0.0496   0.0148814
         226           0   0.0493805   0.0148172
         227       -0.04   0.0489868   0.0147572
         228       -0.08   0.0484211   0.0147033
         229       -0.28   0.0469869   0.0147088
         230       -0.24   0.0457391   0.0146977
         231       -0.12   0.0450216   0.0146516
         232        0.04       0.045   0.0145885
         233        0.28   0.0460086   0.0145607
         234        0.32   0.0471795   0.0145455
         235        0.08   0.0473191   0.0144842
         236       -0.08   0.0467797   0.0144329
         237       -0.24   0.0455696   0.0144226
         238       -0.16   0.0447059   0.0143879
         239        0.16   0.0451883   0.0143358
         240       -0.08   0.0446667   0.0142855
         241       -0.16   0.0438174   0.0142515
         242       -0.44   0.0418182   0.0143321
         243       -0.28   0.0404938   0.0143342
         244       -0.16   0.0396721    0.014299
         245       -0.28   0.0383673      0.0143
         246        -0.2   0.0373984   0.0142747
         247       -0.44   0.0354656   0.0143471
         248       -0.16   0.0346774   0.0143109
         249       -0.32    0.033253   0.0143242
         250       -0.16     0.03248   0.0142877
         251       -0.24   0.0313944    0.014272
         252       -0.12   0.0307937    0.014228
         253       -0.28   0.0295652   0.0142247
         254        -0.2   0.0286614   0.0141973
         255       -0.08   0.0282353   0.0141481
         256       -0.08   0.0278125   0.0140991
         257       -0.12   0.0272374    0.014056
         258           0   0.0271318   0.0140019
         259        0.04   0.0271815   0.0139479
         260        0.16   0.0276923   0.0139036
         261        0.32   0.0288123   0.0138954
         262        0.24   0.0296183   0.0138657
         263        0.32   0.0307224   0.0138569
         264        0.08   0.0309091   0.0138057
         265        0.16   0.0313962   0.0137621
         266        0.16   0.0318797   0.0137189
         267        0.28    0.032809    0.013699
         268        0.24   0.0335821   0.0136696
         269           0   0.0334572   0.0136194
         270        0.12   0.0337778   0.0135727
         271        0.08   0.0339483   0.0135237
         272        0.12   0.0342647   0.0134777
         273        0.04   0.0342857   0.0134283
         274        0.08   0.0344526   0.0133804
         275        0.08   0.0346182   0.0133327
         276         0.2   0.0352174   0.0132979
         277        0.24   0.0359567   0.0132704
         278        0.28   0.0368345   0.0132517
         279        0.48   0.0384229    0.013299
         280        0.48        0.04   0.0133447
         281        0.36   0.0411388   0.0133457
         282        0.32   0.0421277    0.013335
         283         0.4   0.0433922   0.0133477
         284         0.4   0.0446479   0.0133596
         285        0.32    0.045614   0.0133476
         286        0.24   0.0462937   0.0133183
         287        0.12   0.0465505   0.0132743
         288        0.04   0.0465278   0.0132283
         289        0.04   0.0465052   0.0131825
         290        0.32   0.0474483   0.0131707
         291        0.24     0.04811   0.0131421
         292        0.32   0.0490411     0.01313
         293        0.24   0.0496928   0.0131014
         294        0.12    0.049932    0.013059
         295       -0.08   0.0494915   0.0130222
         296       -0.08   0.0490541   0.0129855
         297           0   0.0488889   0.0129428
         298           0   0.0487248   0.0129005
         299        0.12   0.0489632   0.0128595
         300           0      0.0488   0.0128177
         301        -0.2   0.0479734   0.0128017
         302           0   0.0478146   0.0127603
         303        -0.2   0.0469967   0.0127444
         304       -0.36   0.0456579   0.0127726
         305        -0.4   0.0441967    0.012814
         306        -0.4   0.0427451   0.0128541
         307       -0.32   0.0415635   0.0128664
         308       -0.16   0.0409091   0.0128413
         309        -0.2   0.0401294   0.0128234
         310       -0.04    0.039871   0.0127846
         311        0.08        0.04   0.0127442
         312        -0.2   0.0392308   0.0127265
         313        -0.2   0.0384665   0.0127088
         314       -0.16   0.0378344    0.012684
         315           0   0.0377143   0.0126443
         316           0   0.0375949   0.0126049
         317       -0.24   0.0367192   0.0125955
         318       -0.12   0.0362264   0.0125655
         319       -0.24   0.0353605   0.0125559
         320        -0.2    0.034625   0.0125382
         321        -0.4    0.033271    0.012572
         322        -0.4   0.0319255   0.0126048
         323       -0.24   0.0310836   0.0125939
         324       -0.28   0.0301235   0.0125915
         325       -0.16   0.0295385   0.0125664
         326           0   0.0294479   0.0125281
         327       -0.08   0.0291131   0.0124943
         328           0   0.0290244   0.0124565
         329       -0.08    0.028693   0.0124231
         330       -0.16   0.0281212   0.0123986
         331       -0.08   0.0277946   0.0123654
         332        0.12   0.0280723   0.0123313
         333        0.16   0.0284685   0.0123006
         334         0.2    0.028982   0.0122745
         335        0.24   0.0296119    0.012254
         336        0.08   0.0297619   0.0122185
         337        0.16   0.0301484   0.0121883
         338        0.16   0.0305325   0.0121583
         339       -0.04   0.0303245   0.0121242
         340       -0.32   0.0292941   0.0121323
         341       -0.48   0.0278006   0.0121883
         342       -0.44   0.0264327   0.0122292
         343       -0.44   0.0250729   0.0122689
         344        -0.6   0.0232558    0.012367
         345       -0.48   0.0217971   0.0124169
         346        -0.4    0.020578   0.0124407
         347       -0.36   0.0194813   0.0124531
         348        -0.4   0.0182759   0.0124756
         349       -0.32   0.0173066   0.0124774
         350       -0.36   0.0162286   0.0124882
         351       -0.32   0.0152707   0.0124893
         352       -0.24   0.0145455   0.0124749
         353       -0.16    0.014051   0.0124494
         354       -0.04   0.0138983   0.0124151
         355        0.04   0.0139718   0.0123804
         356       -0.12   0.0135955   0.0123513
         357       -0.28   0.0127731   0.0123441
         358        -0.6   0.0110615   0.0124277
         359       -0.28   0.0102507   0.0124195
         360       -0.28  0.00944444   0.0124111
         361       -0.12  0.00908587   0.0123819
         362       -0.12  0.00872928   0.0123529
         363       -0.16  0.00826446   0.0123276
         364       -0.36  0.00725275   0.0123352
         365       -0.52  0.00580822   0.0123856
         366       -0.56   0.0042623   0.0124479
         367       -0.36  0.00326975   0.0124535
         368       -0.32   0.0023913   0.0124506
         369       -0.16  0.00195122   0.0124246
         370        0.12  0.00227027   0.0123952
         371        0.08  0.00247978   0.0123635
         372        0.12   0.0027957   0.0123343
         373        0.12  0.00310992   0.0123052
         374        0.16  0.00352941   0.0122795
         375           0     0.00352   0.0122468
         376       -0.08  0.00329787   0.0122162
         377        0.08  0.00350133   0.0121855
         378       -0.08  0.00328042   0.0121553
         379       -0.24  0.00263852   0.0121401
         380       -0.08  0.00242105   0.0121101
         381       -0.28  0.00167979    0.012101
         382       -0.08  0.00146597   0.0120712
         383        0.08  0.00167102   0.0120414
         384        0.28  0.00239583   0.0120319
         385         0.2  0.00290909   0.0120116
         386        0.12  0.00321244   0.0119843
         387        0.04  0.00330749   0.0119537
         388       -0.12  0.00298969   0.0119271
         389       -0.04  0.00287918   0.0118969
         390       -0.12   0.0025641   0.0118706
         391        0.12  0.00286445   0.0118441
         392        0.16  0.00326531   0.0118206
         393           0    0.003257   0.0117905
         394       -0.12  0.00294416   0.0117648
         395        0.24   0.0035443   0.0117503
         396        0.08  0.00373737   0.0117222
         397       -0.08  0.00352645   0.0116946
         398       -0.08  0.00331658   0.0116671
         399        0.04  0.00340852   0.0116382
         400        0.16      0.0038   0.0116157
         401        0.04  0.00389027   0.0115871
         402        0.12   0.0041791   0.0115618
         403       -0.04  0.00406948   0.0115337
         404       -0.12  0.00376238   0.0115092
         405        0.16  0.00414815   0.0114872
         406        0.28  0.00482759    0.011479
         407         0.2  0.00530713   0.0114608
         408        0.08   0.0054902   0.0114342
         409       -0.16  0.00508557   0.0114134
         410       -0.24   0.0044878   0.0114012
         411       -0.08  0.00428224   0.0113753
         412       -0.04  0.00417476   0.0113482
         413        -0.2  0.00368039   0.0113315
         414       -0.12  0.00338164   0.0113081
         415        -0.2  0.00289157   0.0112914
         416       -0.12  0.00259615   0.0112682
         417        -0.2  0.00211031   0.0112516
         418       -0.28  0.00143541   0.0112449
         419       -0.24 0.000859189   0.0112328
         420       -0.36           0   0.0112389
         421       -0.32-0.000760095   0.0112379
         422        0.04-0.000663507   0.0112117
         423           0-0.000661939   0.0111852
         424        -0.4 -0.00160377   0.0111984
         425       -0.28 -0.00225882   0.0111912
         426       -0.24  -0.0028169   0.0111788
         427       -0.32 -0.00355972   0.0111773
         428       -0.12 -0.00383178   0.0111545
         429        -0.2 -0.00428904   0.0111378
         430       -0.04 -0.00437209   0.0111122
         431       -0.08 -0.00454756   0.0110878
         432       -0.12 -0.00481481   0.0110654
         433       -0.24 -0.00535797   0.0110532
         434       -0.36 -0.00617512   0.0110579
         435       -0.24 -0.00671264   0.0110455
         436           0 -0.00669725   0.0110202
         437       -0.04 -0.00677346   0.0109952
         438       -0.24 -0.00730594    0.010983
         439       -0.32 -0.00801822   0.0109811
         440       -0.48 -0.00909091   0.0110084
         441        -0.4 -0.00997732    0.011019
         442       -0.28  -0.0105882    0.011011
         443       -0.08  -0.0107449   0.0109873
         444        0.04  -0.0106306   0.0109631
         445       -0.12  -0.0108764   0.0109412
         446        -0.2  -0.0113004   0.0109249
         447       -0.24  -0.0118121   0.0109125
         448       -0.16  -0.0121429   0.0108931
         449        -0.2  -0.0125612   0.0108769
         450       -0.24  -0.0130667   0.0108645
         451       -0.16  -0.0133925   0.0108452
         452       -0.12  -0.0136283   0.0108238
         453       -0.24   -0.014128   0.0108115
         454       -0.24  -0.0146256   0.0107991
         455       -0.28  -0.0152088   0.0107911
         456       -0.28  -0.0157895    0.010783
         457       -0.24  -0.0162801   0.0107706
         458        -0.2  -0.0166812   0.0107545
         459       -0.12  -0.0169063   0.0107335
         460       -0.16  -0.0172174   0.0107146
         461        0.16   -0.016833   0.0106983
         462       -0.08  -0.0169697    0.010676
         463        -0.2   -0.017365   0.0106603
         464       -0.16  -0.0176724   0.0106417
         465        -0.4  -0.0184946   0.0106506
         466       -0.56  -0.0196567   0.0106909
         467       -0.44  -0.0205567   0.0107058
         468       -0.44   -0.021453   0.0107204
         469       -0.12  -0.0216631   0.0106996
         470       -0.04  -0.0217021   0.0106769
         471        0.12  -0.0214013   0.0106585
         472        0.04  -0.0212712   0.0106367
         473        0.04  -0.0211416    0.010615
         474        0.04  -0.0210127   0.0105934
         475           0  -0.0209684   0.0105712
         476       -0.12  -0.0211765    0.010551
         477        0.08  -0.0209644    0.010531
         478       -0.04  -0.0210042   0.0105091
         479        0.04  -0.0208768   0.0104879
         480         0.2  -0.0204167   0.0104761
         481         0.2  -0.0199584   0.0104644
         482        0.08   -0.019751   0.0104447
         483           0  -0.0197101   0.0104232
         484       -0.08  -0.0198347   0.0104024
         485       -0.12  -0.0200412    0.010383
         486       -0.16  -0.0203292   0.0103656
         487           0  -0.0202875   0.0103444
         488        0.04  -0.0201639    0.010324
         489           0  -0.0201227   0.0103029
         490         0.2  -0.0196735   0.0102917
         491         0.2  -0.0192261   0.0102805
         492       -0.08  -0.0193496   0.0102603
         493           0  -0.0193103   0.0102396
         494           0  -0.0192713   0.0102189
         495       -0.16  -0.0195556   0.0102022
         496        0.08  -0.0193548   0.0101836
         497       -0.24  -0.0197988   0.0101728
         498       -0.12       -0.02   0.0101544
         499       -0.24  -0.0204409   0.0101436
         500       -0.52    -0.02144   0.0101724
