#BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1     0.44333     0.44333           0
           2    0.433124    0.438227  0.00360832
           3    0.436774    0.437742  0.00243784
           4    0.441665    0.438723  0.00201594
           5     0.43655    0.438288  0.00165896
           6    0.438976    0.438403  0.00138642
           7    0.439519    0.438562  0.00119749
           8    0.438244    0.438523  0.00104847
           9    0.442345    0.438947  0.00101435
          10    0.426216    0.437674  0.00151396
          11    0.435166    0.437446  0.00139339
          12    0.434334    0.437187  0.00130119
          13    0.443601     0.43768  0.00129127
          14    0.434296    0.437438  0.00122145
          15    0.433367    0.437167  0.00116979
          16    0.430134    0.436728  0.00117636
          17    0.441957    0.437035  0.00114669
          18    0.436142    0.436986  0.00108405
          19    0.435114    0.436887  0.00103146
          20    0.437045    0.436895 0.000979921
