#   N_BLOCK:  ACCEPTANCE:
           1    0.523837
           2    0.523622
           3    0.523623
           4    0.523613
           5     0.52365
           6     0.52361
           7    0.523491
           8    0.523512
           9     0.52356
          10    0.523581
          11    0.523495
          12    0.523544
          13    0.523549
          14    0.523544
          15    0.523555
          16    0.523523
          17    0.523491
          18     0.52355
          19    0.523532
          20    0.523549
