#BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1     0.33386     0.33386           0
           2    0.325389    0.329625  0.00299493
           3     0.34258    0.333943  0.00405204
           4    0.338446    0.335069  0.00319155
           5    0.329559    0.333967  0.00273688
           6    0.334093    0.333988  0.00228082
           7    0.322032     0.33228  0.00251439
           8    0.330744    0.332088   0.0022074
           9    0.338608    0.332812  0.00207762
          10    0.332927    0.332824  0.00186989
          11    0.332336    0.332779  0.00170042
          12    0.333104    0.332807  0.00155894
          13    0.335058     0.33298   0.0014486
          14    0.333059    0.332985  0.00134514
          15    0.323335    0.332342  0.00140089
          16    0.340066    0.332825  0.00139403
          17    0.329935    0.332655  0.00132235
          18    0.338414    0.332975  0.00128701
          19    0.322556    0.332426  0.00133098
          20    0.336661    0.332638  0.00128116
