#BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1   -0.543333   -0.543333           0
           2   -0.545613   -0.544473 0.000805946
           3   -0.544375    -0.54444 0.000537961
           4    -0.54518   -0.544625 0.000434113
           5    -0.54241   -0.544182 0.000526925
           6   -0.544683   -0.544265 0.000445662
           7   -0.545508   -0.544443 0.000415856
           8   -0.546452   -0.544694 0.000433129
           9   -0.543801   -0.544595 0.000396216
          10    -0.54466   -0.544601 0.000356649
          11   -0.547198   -0.544837 0.000394674
          12   -0.545371   -0.544882 0.000364279
          13   -0.545116     -0.5449 0.000336703
          14   -0.546034   -0.544981 0.000322242
          15   -0.543228   -0.544864 0.000321247
          16   -0.546058   -0.544939 0.000309722
          17   -0.545966   -0.544999 0.000297334
          18   -0.545684   -0.545037 0.000283241
          19     -0.5446   -0.545014 0.000269267
          20   -0.546983   -0.545113 0.000273207
