#BLOCK:   ACTUAL_X:     X_AVE:       ERROR:
           1     18.8047     18.8047           0
           2     18.3313      18.568     0.16738
           3     18.6725     18.6029    0.115152
           4     18.2616     18.5175    0.113657
           5     18.5051     18.5151   0.0909527
           6     18.3214     18.4828   0.0813175
           7     17.7105     18.3725    0.123659
           8     19.2063     18.4767    0.145647
           9     19.5306     18.5938    0.170146
          10     18.3662      18.571    0.154645
          11     19.0926     18.6184    0.147677
          12     19.0991     18.6585    0.140699
          13     17.9995     18.6078    0.138709
          14     19.0907     18.6423    0.133021
          15     18.6599     18.6435    0.124158
          16     18.9402      18.662    0.117775
          17     19.5309     18.7131    0.121431
          18     18.8322     18.7197    0.114865
          19     19.7191     18.7723    0.120261
          20     19.4651      18.807    0.119132
