#BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1    0.508113    0.508113           0
           2    0.485033    0.496573  0.00816001
           3    0.509877    0.501007  0.00653488
           4    0.494761    0.499446  0.00508434
           5    0.504553    0.500467  0.00416882
           6    0.499937    0.500379  0.00347495
           7    0.486768    0.498434  0.00348029
           8    0.502122    0.498895  0.00307563
           9    0.514179    0.500594   0.0031682
          10    0.501533    0.500687  0.00285277
          11    0.492351     0.49993  0.00269221
          12    0.511458     0.50089  0.00263371
          13    0.485063    0.499673  0.00269787
          14    0.506012    0.500126  0.00254288
          15    0.502687    0.500296  0.00237909
          16     0.49561    0.500004  0.00224835
          17    0.507906    0.500468  0.00216362
          18    0.492159    0.500007  0.00209208
          19    0.523235    0.501229  0.00231173
          20    0.505343    0.501435  0.00220527
