#BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1   -0.861178   -0.861178           0
           2    -0.86122   -0.861199 1.50161e-05
           3   -0.860584   -0.860994 0.000167554
           4   -0.860998   -0.860995 0.000125668
           5   -0.861175   -0.861031 0.000105571
           6   -0.859386   -0.860757 0.000265315
           7   -0.859888   -0.860633 0.000254808
           8   -0.863829   -0.861032 0.000435154
           9    -0.86507   -0.861481 0.000573212
          10   -0.862332   -0.861566 0.000522166
          11   -0.862364   -0.861638 0.000479714
          12   -0.861948   -0.861664 0.000440431
          13    -0.85929   -0.861482 0.000442805
          14   -0.862331   -0.861542  0.00041531
          15   -0.862086   -0.861578 0.000389199
          16   -0.862375   -0.861628 0.000368047
          17   -0.864194   -0.861779  0.00037608
          18    -0.86284   -0.861838 0.000359776
          19   -0.863044   -0.861902 0.000346395
          20   -0.863143   -0.861964 0.000334592
