#   N_BLOCK:  ACCEPTANCE:
           1   0.0418305
           2   0.0426773
           3   0.0427199
           4   0.0427954
           5    0.042292
           6   0.0418869
           7   0.0415338
           8   0.0414346
           9   0.0418782
          10   0.0418124
          11   0.0412878
          12   0.0410287
          13   0.0412723
          14   0.0411015
          15   0.0410777
          16   0.0407877
          17   0.0408449
          18   0.0409003
          19   0.0407672
          20    0.040769
