#   N_BLOCK:  ACCEPTANCE:
           1    0.453914
           2    0.453801
           3    0.453835
           4    0.453926
           5    0.453917
           6    0.453865
           7    0.453771
           8    0.453736
           9    0.453721
          10    0.453814
          11    0.453733
          12    0.453797
          13    0.453741
          14    0.453631
          15    0.453667
          16     0.45361
          17    0.453571
          18    0.453598
          19    0.453616
          20    0.453578
