#BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1    0.227594    0.227594           0
           2    0.226816    0.227205 0.000274808
           3    0.231739    0.228716  0.00124741
           4    0.231763    0.229478  0.00114478
           5    0.228689     0.22932  0.00092663
           6    0.227008    0.228935 0.000848573
           7    0.230833    0.229206 0.000769472
           8     0.22799    0.229054 0.000688132
           9    0.226134     0.22873 0.000683882
          10    0.229345    0.228791 0.000618254
          11    0.229501    0.228856 0.000565409
          12     0.22849    0.228825 0.000519112
          13    0.228747    0.228819 0.000479216
          14    0.230989    0.228974 0.000469383
          15    0.227098    0.228849 0.000454445
          16    0.228953    0.228856 0.000426088
          17    0.228771    0.228851 0.000401054
          18    0.226261    0.228707 0.000403746
          19     0.22777    0.228658 0.000385496
          20    0.227042    0.228577 0.000374585
