#   N_BLOCK:  ACCEPTANCE:
           1    0.519487
           2    0.519376
           3    0.519455
           4     0.51934
           5    0.519382
           6    0.519354
           7    0.519195
           8    0.519223
           9    0.519347
          10    0.519257
          11     0.51918
          12    0.519164
          13    0.519141
          14    0.519063
          15     0.51914
          16    0.519145
          17     0.51914
          18    0.519186
          19    0.519221
          20    0.519253
