#BLOCK:   ACTUAL_M:     M_AVE:       ERROR:
           1     3.71794     3.71794           0
           2     3.60212     3.66003   0.0409486
           3     3.93584     3.75197   0.0798758
           4      3.6533      3.7273   0.0636016
           5     3.48142     3.67812   0.0672572
           6     3.69656      3.6812   0.0561178
           7     3.73346     3.68866   0.0485951
           8      3.5432     3.67048   0.0457963
           9     3.54966     3.65706     0.04263
          10     3.53826     3.64518    0.039988
          11      3.3299     3.61651   0.0454788
          12       3.648     3.61914   0.0417645
          13     3.49748     3.60978   0.0395864
          14     3.70674     3.61671   0.0373598
          15      3.3544     3.59922   0.0387462
          16      3.6255     3.60086   0.0363593
          17      3.5493     3.59783   0.0343468
          18     3.64872     3.60066   0.0325548
          19     3.30242     3.58496   0.0344181
          20     3.26896     3.56916   0.0361423
