#BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1    0.430865    0.430865           0
           2    0.422782    0.426824  0.00285783
           3    0.429576    0.427741  0.00204715
           4    0.420892    0.426029  0.00213448
           5    0.428107    0.426445  0.00174758
           6    0.415723    0.424658  0.00218672
           7    0.422576     0.42436  0.00189444
           8    0.417673    0.423524  0.00183281
           9    0.418801       0.423  0.00170265
          10    0.425631    0.423263  0.00155258
          11    0.433061    0.424153  0.00164727
          12    0.422584    0.424023  0.00151518
          13    0.429313     0.42443  0.00145225
          14    0.406874    0.423176  0.00181071
          15    0.435774    0.424016   0.0018747
          16    0.420156    0.423774  0.00177299
          17     0.42045    0.423579  0.00167944
          18    0.419968    0.423378  0.00159807
          19    0.427278    0.423583  0.00152708
          20    0.423294    0.423569   0.0014508
