#BLOCK:   ACTUAL_X:     X_AVE:       ERROR:
           1     43.0095     43.0095           0
           2     44.7688     43.8892    0.621989
           3     43.2916       43.69    0.445413
           4      44.682      43.938    0.397148
           5     44.0866     43.9677     0.31883
           6     43.0594     43.8163    0.299483
           7     43.1419       43.72    0.271758
           8     45.2327     43.9091    0.296358
           9     43.2344     43.8341    0.272745
          10     43.5718     43.8079    0.246728
          11      46.497     44.0523    0.323482
          12     45.3442       44.16    0.313928
          13     46.1014     44.3093    0.323354
          14     43.8391     44.2757    0.301996
          15     46.2485     44.4073    0.309178
          16     45.7293     44.4899    0.300693
          17     44.6582     44.4998    0.283168
          18     44.7715     44.5149    0.267839
          19     44.0725     44.4916    0.254752
          20     44.5172     44.4929    0.242018
